gvn,inline,instcombine,ipsccp,iv_users,jump_threading,licm,print_used_types,sccp,simplifycfg,time_passes,Performance
0,1,1,0,1,1,1,1,0,0,1,249.533333333333
0,1,1,1,1,1,1,1,0,0,1,247.26
0,1,1,0,0,1,1,0,1,0,1,250.596666666667
0,1,1,0,1,1,1,0,1,0,1,247.673333333333
0,1,1,0,0,1,1,1,1,0,1,250.366666666667
0,1,1,0,1,1,1,1,1,0,1,248.03
0,1,1,1,0,1,1,0,1,0,1,249.3
0,1,1,1,0,1,1,1,1,0,1,250.45
0,1,1,1,1,1,1,0,1,0,1,251.516666666667
0,1,1,1,1,1,1,1,1,0,1,251.246666666667
1,1,1,0,0,1,1,0,0,0,1,252.5
1,1,1,0,1,1,1,0,0,0,1,260.166666666667
1,1,1,1,0,1,1,0,0,0,1,266.11
0,1,0,0,1,0,0,0,0,1,1,209.583333333333
1,1,1,1,1,1,1,0,0,0,1,261.686666666667
1,1,1,0,0,1,1,0,1,0,1,266.476666666667
1,1,1,1,0,1,1,0,1,0,1,262.22
1,1,1,0,1,1,1,0,1,0,1,263.786666666667
1,1,1,1,1,1,1,0,1,0,1,268.41
1,1,1,0,0,1,1,1,0,0,1,268.38
1,1,1,0,0,1,1,1,1,0,1,264.166666666667
1,1,1,0,1,1,1,1,1,0,1,261.363333333333
1,1,1,1,0,1,1,1,0,0,1,266.093333333333
1,1,1,1,0,1,1,1,1,0,1,262.596666666667
1,1,1,1,1,1,1,1,0,0,1,264.6
1,1,1,1,1,1,1,1,1,0,1,267.316666666667
0,1,1,0,0,1,1,0,0,1,1,269.38
0,1,1,0,1,1,1,0,0,1,1,247.13
0,1,1,1,0,1,1,0,0,1,1,249.74
0,1,1,1,1,1,1,0,0,1,1,249.6
0,1,1,1,0,1,1,1,0,1,1,247.31
0,1,1,0,1,1,1,1,0,1,1,250.753333333333
