no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,476.31
1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,414.996666666667
1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,414.243333333333
1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,408.683333333333
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,299.843333333333
1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,407.99
1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,463.31
1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,456.616666666667
1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,462.74
1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,455.72
0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,433.213333333333
0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,432.676666666667
0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,482.64
0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,482.08
1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,414.67
0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,299.646666666667
1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,463.5
1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,413.913333333333
1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,462.5
0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,428.02
0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,427.52
1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,408.606666666667
1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,407.763333333333
0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,476.9
1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,456.436666666667
0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,476.093333333333
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,299.703333333333
1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,455.513333333333
0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,442.25
0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,514.17
0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,436.116666666667
0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,505.856666666667
0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,442.546666666667
0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,435.976666666667
0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,513.53
0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,505.636666666667
0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,381.123333333333
1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,254.586666666667
0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,447.423333333333
0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,380.84
0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,447.136666666667
0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,378.416666666667
0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,378.283333333333
0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,443.92
0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,443.646666666667
0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,519.586666666667
0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,571.566666666667
0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,511.693333333333
1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,254.176666666667
0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,562.57
0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,433.223333333333
0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,428.426666666667
0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,482.903333333333
0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,476.996666666667
0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,519.026666666667
0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,571.35
0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,433.266666666667
0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,482.59
0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,511.48
1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,261.076666666667
0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,428.083333333333
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,562.183333333333
0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,476.936666666667
0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,444.71
0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,516.22
0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,437.92
0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,507.403333333333
0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,444.52
0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,437.483333333333
0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,515.686666666667
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,260.496666666667
0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,506.93
0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,521.7
0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,573.653333333333
0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,521.443333333333
0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,573.46
0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,513.233333333333
0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,512.87
0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,564.093333333333
0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,564.063333333333
0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,380.146666666667
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,244.39
0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,446.68
0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,377.83
0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,442.81
0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,432.773333333333
0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,427.66
0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,482.373333333333
0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,476.223333333333
0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,380.1
0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,446.25
0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,432.723333333333
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,259.806666666667
1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,249.496666666667
0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,482.083333333333
0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,377.503333333333
0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,427.493333333333
0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,442.5
0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,476.1
1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,423.076666666667
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,492.126666666667
1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,416.886666666667
1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,484.853333333333
1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,422.646666666667
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,244.23
1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,416.263333333333
1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,491.686666666667
1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,484.29
1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,367.963333333333
1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,432.143333333333
1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,367.543333333333
1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,432.03
1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,362.626666666667
1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,362.613333333333
1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,426.526666666667
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,249.363333333333
1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,426.443333333333
1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,425.063333333333
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,493.306666666667
1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,418.19
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,485.536666666667
1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,367.066666666667
1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,362.036666666667
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,431.0
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,425.246666666667
1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,424.49
1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,254.733333333333
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,492.663333333333
1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,366.836666666667
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,430.696666666667
1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,417.633333333333
1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,361.703333333333
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,485.35
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,424.89
1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,492.623333333333
1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,543.59
1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,485.66
1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,254.033333333333
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,535.626666666667
1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,492.266666666667
1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,485.583333333333
1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,543.03
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,535.696666666667
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,494.256666666667
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,545.016666666667
1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,493.986666666667
1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,544.506666666667
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,487.09
1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,244.303333333333
1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,486.816666666667
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,537.153333333333
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,536.95
1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,414.833333333333
1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,463.24
1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,408.84
1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,456.74
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,414.23
1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,408.07
1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,462.626666666667
1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,244.353333333333
1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,455.64
1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,414.736666666667
1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,463.363333333333
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,414.033333333333
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,462.473333333333
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,408.626666666667
1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,407.756666666667
1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,456.37
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,455.493333333333
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,611.043333333333
1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,261.31
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,740.21
0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,602.713333333333
0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,730.01
0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,610.823333333333
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,601.59
0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,739.903333333333
0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,729.3
0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,510.01
0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,631.043333333333
0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,509.523333333333
1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,249.64
0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,630.576666666667
0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,507.246666666667
0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,506.88
0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,627.053333333333
0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,627.113333333333
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,721.486666666667
0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,817.793333333333
0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,712.743333333333
0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,807.333333333333
0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,580.736666666667
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,260.616666666667
0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,576.54
0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,672.373333333333
0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,666.553333333333
0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,721.756666666667
0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,817.34
0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,580.73
0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,672.136666666667
0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,712.81
0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,576.216666666667
0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,807.016666666667
0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,266.19
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,249.463333333333
0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,666.25
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,585.35
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,711.233333333333
1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,579.176666666667
1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,704.22
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,584.82
1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,579.023333333333
1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,711.293333333333
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,703.5
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,687.39
1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,287.01
1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,780.93
1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,687.093333333333
1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,780.656666666667
1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,680.646666666667
1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,680.616666666667
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,773.67
1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,773.276666666667
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,496.893333333333
1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,615.336666666667
1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,491.52
1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,286.286666666667
1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,609.33
1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,561.926666666667
1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,556.513333333333
1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,652.466666666667
1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,645.446666666667
1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,496.23
1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,615.056666666667
1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,561.96
1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,652.55
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,491.236666666667
1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,291.633333333333
1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,556.326666666667
1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,608.996666666667
1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,645.376666666667
0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,615.286666666667
0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,743.163333333333
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,605.273333333333
0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,732.006666666667
0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,614.57
0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,604.916666666667
0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,743.123333333333
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,291.01
0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,731.193333333333
0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,508.71
0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,629.62
0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,508.423333333333
0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,629.39
0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,506.36
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,506.223333333333
0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,625.796666666667
0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,625.71
1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,588.673333333333
1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,287.06
1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,713.673333333333
1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,581.406666666667
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,705.453333333333
1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,495.723333333333
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,490.473333333333
1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,613.763333333333
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,607.626666666667
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,588.67
1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,713.39
1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,495.49
1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,291.62
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,613.396666666667
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,581.243333333333
1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,490.043333333333
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,704.806666666667
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,607.376666666667
0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,726.89
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,821.52
0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,716.033333333333
0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,809.936666666667
0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,726.51
1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,286.396666666667
0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,715.923333333333
0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,821.963333333333
0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,809.57
1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,690.59
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,784.02
1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,690.463333333333
1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,783.493333333333
1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,683.75
1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,683.42
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,775.853333333333
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,291.15
1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,775.803333333333
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,580.543333333333
0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,671.73
0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,575.863333333333
0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,665.223333333333
1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,561.79
1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,555.58
1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,651.703333333333
1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,644.156666666667
0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,580.373333333333
1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,275.923333333333
0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,671.4
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,561.373333333333
1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,651.203333333333
0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,575.476666666667
1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,555.203333333333
0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,665.283333333333
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,643.96
0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,613.446666666667
0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,742.463333333333
0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,604.886666666667
0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,268.556666666667
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,275.386666666667
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,731.76
0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,613.516666666667
0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,604.483333333333
0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,741.886666666667
0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,731.41
0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,511.506666666667
0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,632.943333333333
0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,511.733333333333
0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,632.826666666667
0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,509.893333333333
1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,275.926666666667
0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,509.473333333333
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,629.336666666667
0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,629.396666666667
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,721.873333333333
0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,817.99
0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,712.87
0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,807.436666666667
0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,580.74
0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,576.48
0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,672.6
1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,275.433333333333
0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,666.686666666667
0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,721.866666666667
0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,817.353333333333
0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,580.606666666667
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,672.206666666667
0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,712.726666666667
0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,576.246666666667
0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,806.923333333333
0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,666.33
0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,617.42
1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,279.79
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,745.596666666667
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,607.926666666667
0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,734.21
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,616.96
0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,607.7
0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,745.443333333333
0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,733.763333333333
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,726.916666666667
0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,821.76
0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,726.6
1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,279.776666666667
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,821.51
0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,715.826666666666
0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,715.746666666667
0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,809.806666666667
0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,809.53
